file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/victorfrancorezende/./codec/src/test/org/apache/commons/codec/binary/Base64OutputStreamTest.java,org.apache.commons.codec.binary.Base64OutputStreamTest,class,7,8,1,7,23,1,0,19,39,0.76666665,0.04761905,0.04761905,10,0,7,3,0,0,7,0,0,0,3,3,0,3,0,0,3,0,22,173,0,8,0,5,0,22,40,69,2,34,1,0,0,0,123,1,0
/Users/victorfrancorezende/./codec/src/test/org/apache/commons/codec/binary/Base32TestData.java,org.apache.commons.codec.binary.Base32TestData,class,4,8,4,4,14,1,0,8,15,0.9166666,0.0,0.0,6,6,0,2,0,4,4,0,0,0,4,4,0,2,0,2,4,0,6,65,7,3,6,1,0,2,14,22,6,14,2,0,0,0,107,1,0
/Users/victorfrancorezende/./codec/src/java/org/apache/commons/codec/binary/Hex.java,org.apache.commons.codec.binary.Hex,class,8,12,4,8,26,1,0,13,71,0.8571428,0.06593407,0.06593407,14,6,12,0,2,0,14,0,0,0,4,3,1,3,0,0,4,0,11,90,12,2,2,3,5,5,15,21,6,16,1,0,0,0,151,1,0
/Users/victorfrancorezende/./codec/src/java/org/apache/commons/codec/net/QCodec.java,org.apache.commons.codec.net.QCodec,class,8,10,2,8,36,2,0,12,64,0.8307692,0.07692308,0.0989011,13,0,10,0,3,0,14,0,0,0,5,3,0,5,0,0,4,0,3,157,18,6,10,2,0,5,5,19,2,14,3,0,0,0,159,1,0
/Users/victorfrancorezende/./codec/src/test/org/apache/commons/codec/StringEncoderAbstractTest.java,org.apache.commons.codec.StringEncoderAbstractTest,class,4,14,10,4,17,1,9,12,36,0.8888889,0.0,0.0,9,0,6,0,3,0,9,1,0,0,1,0,0,0,1,0,0,0,6,75,1,4,0,4,0,11,5,15,4,12,5,0,0,0,49,1025,0
/Users/victorfrancorezende/./codec/src/test/org/apache/commons/codec/net/QuotedPrintableCodecTest.java,org.apache.commons.codec.net.QuotedPrintableCodecTest,class,6,7,1,6,27,1,0,16,153,0.9444444,0.0,0.0,18,0,17,1,0,0,17,0,0,0,2,2,0,0,0,2,2,0,2,171,1,1,1,7,0,59,24,57,0,55,2,0,0,0,124,1,0
/Users/victorfrancorezende/./codec/src/java/org/apache/commons/codec/StringDecoder.java,org.apache.commons.codec.StringDecoder,interface,1,5,4,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0
/Users/victorfrancorezende/./codec/src/test/org/apache/commons/codec/BinaryEncoderAbstractTest.java,org.apache.commons.codec.BinaryEncoderAbstractTest,class,4,5,1,4,4,1,0,2,3,0.0,0.0,0.0,3,0,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,1,2,0,2,1,0,0,0,16,1025,0
/Users/victorfrancorezende/./codec/src/test/org/apache/commons/codec/language/RefinedSoundexTest.java,org.apache.commons.codec.language.RefinedSoundexTest,class,5,6,1,5,8,2,0,8,28,0.0,0.0,0.0,8,0,6,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,0,0,0,53,13,1,0,1,0,0,0,0,33,1,0
/Users/victorfrancorezende/./codec/src/test/org/apache/commons/codec/language/bm/BeiderMorseEncoderTest.java,org.apache.commons.codec.language.bm.BeiderMorseEncoderTest,class,7,7,0,7,9,2,0,13,36,0.0,0.0,0.0,9,0,8,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,5,37,1,0,0,0,0,12,1,5,0,5,0,0,0,0,51,1,0
